HUMAN	MOUSE
CSTT	Cst13
CTA-216E10.6	4930407I10Rik
CTA-221G9.4	2900026A02Rik
CTAGE5	Ctage5
CTB-1048E9.5	2810002G02Rik
CTBP1	Ctbp1
CTBP2	Ctbp2
CTBS	Ctbs
CTC1	Ctc1
CTCF	Ctcf
CTCFL	Ctcfl
CTDNEP1	Ctdnep1
CTDP1	Ctdp1
CTDSP1	Ctdsp1
CTDSP2	Ctdsp2
CTDSPL2	Ctdspl2
CTDSPL	Ctdspl
CTF1	Ctf1
CTF2P	Ctf2
CTGF	Ctgf
CTH	Cth
CTHRC1	Cthrc1
CTIF	Ctif
CTLA4	Ctla4
CTNNA1	Ctnna1
CTNNA2	Ctnna2
CTNNA3	Ctnna3
CTNNAL1	Ctnnal1
CTNNB1	Ctnnb1
CTNNBIP1	Ctnnbip1
CTNNBL1	Ctnnbl1
CTNND1	Ctnnd1
CTNND2	Ctnnd2
CTNS	Ctns
CTPS1	Ctps
CTPS2	Ctps2
CTPS	Ctps
CTR9	Ctr9
CTRB1	Ctrb1
CTRC	Ctrc
CTRL	Ctrl
CTSA	Ctsa
CTSB	Ctsb
CTSC	Ctsc
CTSD	Ctsd
CTSE	Ctse
CTSF	Ctsf
CTSG	Ctsg
CTSH	Ctsh
CTSK	Ctsk
CTSL1	Ctsl
CTSL1P8	Ctsll3
CTSL	Ctsl
CTSO	Ctso
CTSS	Ctss
CTSW	Ctsw
CTSZ	Ctsz
CTTNBP2	Cttnbp2
CTTNBP2NL	Cttnbp2nl
CTTN	Cttn
CTU1	Ctu1
CTU2	Ctu2
CTXN1	Ctxn1
CTXN2	Ctxn2
CTXN3	Ctxn3
CUBN	Cubn
CUEDC1	Cuedc1
CUEDC2	Cuedc2
CUGBP1	Cugbp1
CUGBP2	Cugbp2
CUL1	Cul1
CUL2	Cul2
CUL3	Cul3
CUL4A	Cul4a
CUL4B	Cul4b
CUL5	Cul5
CUL7	Cul7
CUL9	Cul9
CUTA	Cuta
CUTC	Cutc
CUTL1	Cutl1
CUTL2	Cutl2
CUX1	Cux1
CUX2	Cux2
CUZD1	Cuzd1
CWC15	Cwc15
CWC22	Cwc22
CWC25	Cwc25
CWC27	Cwc27
CWF19L1	Cwf19l1
CWF19L2	Cwf19l2
CWH43	Cwh43
CX3CL1	Cx3cl1
CX3CR1	Cx3cr1
CXADR	Cxadr
CXCL10	Cxcl10
CXCL11	Cxcl11
CXCL12	Cxcl12
CXCL13	Cxcl13
CXCL14	Cxcl14
CXCL16	Cxcl16
CXCL17	Cxcl17
CXCL1	Cxcl1
CXCL3	Cxcl2
CXCL6	Cxcl5
CXCL9	Cxcl9
CXCR1	Cxcr1
CXCR2	Cxcr2
CXCR3	Cxcr3
CXCR4	Cxcr4
CXCR5	Cxcr5
CXCR6	Cxcr6
CXCR7	Cxcr7
CXorf1	MMT00066803
CXorf21	5430427O19Rik
CXorf22	Gm7173
CXorf23	A830080D01Rik
CXorf26	2610029G23Rik
CXorf27	1700054O13Rik
CXorf2	Gm1538
CXorf30	Gm8787
CXorf34	4732479N06Rik
CXorf36	4930578C19Rik
CXorf38	1810030O07Rik
CXorf39	BC031748
CXorf40A	1110012L19Rik
CXorf41	E230019M04Rik
CXorf43	D030011N01Rik
CXorf46	MMT00045091
CXorf48	4930502E18Rik
CXorf49B	Gm4779
CXorf56	C330007P06Rik
CXorf57	D330045A20Rik
CXorf58	4932442L08Rik
CXorf59	Gm3297
CXorf64	1110059M19Rik
CXorf65	Gm614
CXorf66	Gm7073
CXorf67	AU022751
CXorf68	4930428E23Rik
CXorf6	G630014P10Rik
CXorf9	1200013B08Rik
CXXC1	Cxxc1
CXXC4	Cxxc4
CXXC5	Cxxc5
CXXC6	Cxxc6
CYB561	Cyb561
CYB561D1	Cyb561d1
CYB561D2	Cyb561d2
CYB5A	Cyb5
CYB5B	Cyb5b
CYB5D1	Cyb5d1
CYB5D2	Cyb5d2
CYB5R1	Cyb5r1
CYB5R2	Cyb5r2
CYB5R3	Cyb5r3
CYB5R4	Cyb5r4
CYB5RL	Cyb5rl
CYBA	Cyba
CYBASC3	Cybasc3
CYBB	Cybb
CYBRD1	Cybrd1
CYC1	Cyc1
CYCS	Cycs
CYCTP	Cyct
CYFIP1	Cyfip1
CYFIP2	Cyfip2
CYGB	Cygb
CYHR1	Cyhr1
CYLC1	Cylc1
CYLC2	4930488P18Rik
CYLD	Cyld
CYLN2	Cyln2
CYMP	Cym
CYP11A1	Cyp11a1
CYP11B1	Cyp11b1
CYP11B2	Cyp11b2
CYP17A1	Cyp17a1
CYP19A1	Cyp19a1
CYP1A1	Cyp1a1
CYP1A2	Cyp1a2
CYP1B1	Cyp1b1
CYP20A1	Cyp20a1
CYP21A1P	Cyp21a1
CYP24A1	Cyp24a1
CYP26A1	Cyp26a1
CYP26B1	Cyp26b1
CYP26C1	Cyp26c1
CYP27A1	Cyp27a1
CYP27B1	Cyp27b1
CYP2A13	Cyp2a4
CYP2A7	Cyp2a5
CYP2B6	Cyp2b10
CYP2C18	Cyp2c50
CYP2C19	Cyp2c29
CYP2C9	Cyp2c55
CYP2D6	Cyp2d22
CYP2E1	Cyp2e1
CYP2F1	Cyp2f2
CYP2G1P	Cyp2g1
CYP2J2	Cyp2j6
CYP2R1	Cyp2r1
CYP2S1	Cyp2s1
CYP2U1	Cyp2u1
CYP2W1	Cyp2w1
CYP39A1	Cyp39a1
CYP3A43	Cyp3a57
CYP3A4	Cyp3a13
CYP3A5	Cyp3a41a
CYP46A1	Cyp46a1
CYP4A11	Cyp4a10
CYP4A22	Cyp4a12b
CYP4B1	Cyp4b1
CYP4F11	Cyp4f40
CYP4F12	Cyp4f14
CYP4F22	Cyp4f39
CYP4F2	Cyp4f18
CYP4F3	Cyp4f13
CYP4V2	Cyp4v3
CYP4X1	Cyp4x1
CYP51A1	Cyp51
CYP7A1	Cyp7a1
CYP7B1	Cyp7b1
CYP8B1	Cyp8b1
CYR61	Cyr61
CYS1	Cys1
CYSLTR1	Cysltr1
CYSLTR2	Cysltr2
CYSTM1	0610010O12Rik
CYTB	mt-Cytb
CYTH1	Cyth1
CYTH2	Cyth2
CYTH3	Cyth3
CYTH4	Cyth4
CYTIP	Cytip
CYTL1	Cytl1
CYYR1	Cyyr1
D2HGDH	D2hgdh
D4S234E	Nsg1
D4ST1	D4st1
D83778	A630042L21Rik
D86985	D5Ertd579e
D87438	2210010A19Rik
D87445	3110001I20Rik
D87454	2410127E18Rik
DAAM1	Daam1
DAAM2	Daam2
DAB1	Dab1
DAB2	Dab2
DAB2IP	Dab2ip
DACH1	Dach1
DACH2	Dach2
DACT1	Dact1
DACT2	Dact2
DACT3-AS1	9330104G04Rik
DACT3	Dact3
DAD1	Dad1
DAG1	Dag1
DAGLA	Dagla
DAGLB	Daglb
DAK	Dak
DALRD3	Dalrd3
DANCR	2700023E23Rik
DAND5	Dand5
DAO	Dao
DAP3	Dap3
DAP	Dap
DAPK1	Dapk1
DAPK2	Dapk2
DAPK3	Dapk3
DAPL1	Dapl1
DAPP1	Dapp1
DARC	Darc
DARS2	Dars2
DARS	Dars
DAXX	Daxx
DAZAP1	Dazap1
DAZAP2	Dazap2
DAZL	Dazl
DBC1	Dbc1
DBF4	Dbf4
DBH	Dbh
DBI	Dbi
DBIL5P	Dbil5
DBN1	Dbn1
DBNDD1	Dbndd1
DBNDD2	Dbndd2
DBNL	Dbnl
DBP	Dbp
DBR1	Dbr1
DBT	Dbt
DBX1	Dbx1
DBX2	Dbx2
DCAF10	Dcaf10
DCAF11	Dcaf11
DCAF12	Dcaf12
DCAF12L2	Dcaf12l2
DCAF13	Dcaf13
DCAF15	Dcaf15
DCAF17	Dcaf17
DCAF4	Dcaf4
DCAF5	Dcaf5
DCAF6	Dcaf6
DCAF7	Dcaf7
DCAF8	Dcaf8
DCAKD	Dcakd
DCAMKL1	Dcamkl1
DCAMKL2	Dcamkl2
DCBLD1	Dcbld1
DCBLD2	Dcbld2
DCC	Dcc
DCDC2B	Dcdc2b
DCDC2	Dcdc2a
DCDC5	Dcdc5
DCHS1	Dchs1
DCHS2	Dchs2
DCI	Dci
DCK	Dck
DCLK1	Dclk1
DCLK2	Dclk2
DCLK3	Dclk3
DCLRE1A	Dclre1a
DCLRE1B	Dclre1b
DCLRE1C	Dclre1c
DCN	Dcn
DCP1A	Dcp1a
DCP1B	Dcp1b
DCP2	Dcp2
DCPS	Dcps
DCST1	Dcst1
DCST2	Dcst2
DCSTAMP	Dcstamp
DCT	Dct
DCTD	Dctd
DCTN1	Dctn1
DCTN2	Dctn2
DCTN3	Dctn3
DCTN4	Dctn4
DCTN5	Dctn5
DCTN6	Dctn6
DCTPP1	Dctpp1
DCUN1D1	Dcun1d1
DCUN1D2	AW495713
DCUN1D3	Dcun1d3
DCUN1D4	Dcun1d4
DCUN1D5	Dcun1d5
DCX	Dcx
DCXR	Dcxr
DDA1	Dda1
DDAH1	Ddah1
DDAH2	Ddah2
DDB1	Ddb1
DDB2	Ddb2
DDC	Ddc
DDEF1	Ddef1
DDEFL1	Ddefl1
DDHD1	Ddhd1
DDHD2	Ddhd2
DDI1	1700011N24Rik
DDI2	Ddi2
DDIT3	Ddit3
DDIT4	Ddit4
DDIT4L	Ddit4l
DDN	Ddn
DDO	Ddo
DDOST	Ddost
DDR1	Ddr1
DDR2	Ddr2
DDRGK1	Ddrgk1
DDT	Ddt
DDX10	Ddx10
DDX11	Ddx11
DDX17	Ddx17
DDX18	Ddx18
DDX19A	Ddx19a
DDX19B	Ddx19b
DDX1	Ddx1
DDX20	Ddx20
DDX21	Ddx21
DDX23	Ddx23
DDX24	Ddx24
DDX25	Ddx25
DDX26B	6330505F04Rik
DDX27	Ddx27
DDX28	Ddx28
DDX31	Ddx31
DDX39A	Ddx39
DDX39B	Ddx39b
DDX39	Ddx39
DDX3X	Ddx3x
DDX3Y	Ddx3y
DDX41	Ddx41
DDX42	Ddx42
DDX43	BG089777
DDX46	Ddx46
DDX47	Ddx47
DDX48	EG434080
DDX49	Ddx49
DDX4	Ddx4
DDX50	Ddx50
DDX51	Ddx51
DDX52	Ddx52
DDX54	Ddx54
DDX55	Ddx55
DDX56	Ddx56
DDX58	Ddx58
DDX59	Ddx59
DDX5	Ddx5
DDX60	Ddx60
DDX6	Ddx6
DEADC1	Deadc1
DEAF1	Deaf1
DECR1	Decr1
DECR2	Decr2
DEDD2	Dedd2
DEDD	Dedd
DEF6	Def6
DEF8	Def8
DEFA1	Defa1
DEFA4	MMT00080249
DEFB103A	Defb14
DEFB105A	Defb12
DEFB106A	Defb15
DEFB110	Gm15386
DEFB113	Defb18
DEFB115	Defb28
DEFB116	Defb29
DEFB118	4930525K10Rik
DEFB119	Defb19
DEFB122	Defb45
DEFB123	Defb36
DEFB124	Defb25
DEFB125	Defb26
DEFB126	9230002F21Rik
DEFB128	Defb20
DEFB129	Defb23
DEFB130	Defb47
DEFB131	Defb43
DEFB133	Defb44-ps
DEFB135	Defb30
DEFB136	Defb42
DEFB1	Defb1
DEFB4A	Defb2
DEGS1	Degs1
DEGS2	Degs2
DEK	Dek
DEM1	Dem1
DENND1A	Dennd1a
DENND1B	BC042698
DENND1C	Dennd1c
DENND2A	Dennd2a
DENND2C	Dennd2c
DENND2D	Dennd2d
DENND3	Dennd3
DENND4A	Dennd4a
DENND4B	Dennd4b
DENND4C	1700065A05Rik
DENND5A	Dennd5a
DENND5B	Dennd5b
DENR	Denr
DEPDC1B	Depdc1b
DEPDC1	Depdc1a
DEPDC2	C030045D06Rik
DEPDC5	Depdc5
DEPDC6	Depdc6
DEPDC7	Depdc7
DEPTOR	Deptor
DERA	Dera
DERL1	Derl1
DERL2	Derl2
DERL3	Derl3
DES	Des
DESI1	Pppde2
DESI2	Pppde1
DET1	Det1
DEXI	Dexi
DFFA	Dffa
DFFB	Dffb
DFNA5	Dfna5
DFNB31	Whrn
DFNB59	Dfnb59
DGAT1	Dgat1
DGAT2	Dgat2
DGAT2L4	Dgat2l4
DGAT2L6	Dgat2l6
DGCR13	Tssk2
DGCR14	Dgcr14
DGCR2	Dgcr2
DGCR6	Dgcr6
DGCR8	Dgcr8
DGKA	Dgka
DGKB	Dgkb
DGKD	Dgkd
DGKE	Dgke
DGKG	Dgkg
DGKH	Dgkh
DGKI	Dgki
DGKK	Dgkk
DGKQ	Dgkq
DGKZ	Dgkz
DGUOK	Dguok
DHCR24	Dhcr24
DHCR7	Dhcr7
DHDDS	Dhdds
DHDH	Dhdh
DHFR	Dhfr
DHH	Dhh
DHODH	Dhodh
DHPS	Dhps
DHRS10	Dhrs10
DHRS11	Dhrs11
DHRS13	Dhrs13
DHRS1	Dhrs1
DHRS2	Dhrs2
DHRS3	Dhrs3
DHRS4	Dhrs4
DHRS7B	Dhrs7b
DHRS7C	Dhrs7c
DHRS7	Dhrs7
DHRS8	Dhrs8
DHRS9	Dhrs9
DHRSX	Dhrsx
DHTKD1	Dhtkd1
DHX15	Dhx15
DHX16	Dhx16
DHX29	Dhx29
DHX30	Dhx30
DHX32	Dhx32
DHX33	Dhx33
DHX34	Dhx34
DHX35	Dhx35
DHX36	Dhx36
DHX37	Dhx37
DHX38	Dhx38
DHX40	Dhx40
DHX57	Dhx57
DHX58	Dhx58
DHX8	Dhx8
DHX9	Dhx9
DIABLO	Diablo
DIAPH1	Diap1
DIAPH2	Diap2
DIAPH3	Diap3
DICER1	Dicer1
DIDO1	Dido1
DIEXF	Diexf
DIMT1	Dimt1
DIO1	Dio1
DIO2	Dio2
DIO3	Dio3
DIO3OS	Dio3os
DIP2A	Dip2a
DIP2B	AI317237
DIP2C	Dip2c
DIRAS1	Diras1
DIRAS2	Diras2
DIRC2	Dirc2
DIS3	Dis3
DIS3L2	Dis3l2
DIS3L	Dis3l
DISC1	Disc1
DISP1	Disp1
DISP2	Disp2
DIXDC1	Dixdc1
DKC1	BC068171
DKFZP434H168	4930488L21Rik
DKFZp686D0853	A730046J19Rik
DKFZP761N09121	Copg2as2
DKK1	Dkk1
DKK2	Dkk2
DKK3	Dkk3
DKK4	Dkk4
DKKL1	Dkkl1
DLAT	Dlat
DLC1	Dlc1
DLD	Dld
DLEC1	Dlec1
DLEU2	Dleu2
DLEU7	Dleu7
DLG1	Dlg1
DLG2	Dlg2
DLG3	Dlg3
DLG4	Dlg4
DLG5	Dlg5
DLG7	Dlg7
DLGAP1	Dlgap1
DLGAP2	Dlgap2
DLGAP3	Dlgap3
DLGAP4	Dlgap4
DLGAP5	Dlgap5
DLK1	Dlk1
DLK2	Dlk2
DLL1	Dll1
DLL3	Dll3
DLL4	Dll4
DLST	Dlst
DLX1	Dlx1
DLX2	Dlx2
DLX3	Dlx3
DLX4	Dlx4
DLX5	Dlx5
DLX6	Dlx6
DMAP1	Dmap1
DMBT1	Dmbt1
DMBX1	Dmbx1
DMC1	Dmc1
DMD	Dmd
DMGDH	Dmgdh
DMKN	Dmkn
DMN	Dmn
DMP1	Dmp1
DMPK	Dmpk
DMRT1	Dmrt1
DMRT2	Dmrt2
DMRT3	Dmrt3
DMRTA1	Dmrta1
DMRTA2	Dmrta2
DMRTB1	Dmrtb1
DMRTC1B	Dmrtc1a
DMRTC1	Dmrtc1b
DMRTC2	Dmrtc2
DMTF1	Dmtf1
DMWD	Dmwd
DMXL1	Dmxl1
DMXL2	Dmxl2
DNA2	Dna2
DNA2L	Dna2l
DNAAF1	Lrrc50
DNAAF2	1110034A24Rik
DNAAF3	6030429G01Rik
DNAH10	Dnahc10
DNAH11	Dnahc11
DNAH12	Dnahc12
DNAH14	Dnahc14
DNAH17	Dnahc17
DNAH1	Dnahc1
DNAH2	Dnahc2
DNAH3	Dnahc3
DNAH5	Dnahc5
DNAH7	Dnahc7a
DNAH8	Dnahc8
DNAH9	Dnahc9
DNAI1	Dnaic1
DNAI2	Dnaic2
DNAJA1	Dnaja1
DNAJA2	Dnaja2
DNAJA3	Dnaja3
DNAJA4	Dnaja4
DNAJB11	Dnajb11
DNAJB12	Dnajb12
DNAJB13	Dnajb13
DNAJB14	Dnajb14
DNAJB1	Dnajb1
DNAJB2	Dnajb10
DNAJB3	Dnajb3
DNAJB4	Dnajb4
DNAJB5	Dnajb5
DNAJB6	Dnajb6
DNAJB7	Dnajb7
DNAJB8	Dnajb8
DNAJB9	Dnajb9
DNAJC10	Dnajc10
DNAJC11	Dnajc11
DNAJC12	Dnajc12
DNAJC13	Dnajc13
DNAJC14	Dnajc14
DNAJC15	Dnajc15
DNAJC16	Dnajc16
DNAJC17	Dnajc17
DNAJC18	Dnajc18
DNAJC19	Dnajc19
DNAJC1	Dnajc1
DNAJC21	Dnajc21
DNAJC22	Dnajc22
DNAJC24	Dnajc24
DNAJC25	Dnajc25
DNAJC27	Dnajc27
DNAJC28	Dnajc28
DNAJC2	Dnajc2
DNAJC30	Dnajc30
DNAJC3	Dnajc3
DNAJC4	Dnajc4
DNAJC5B	Dnajc5b
DNAJC5	Dnajc5
DNAJC5G	Dnajc5g
DNAJC6	Dnajc6
DNAJC7	Dnajc7
DNAJC8	Dnajc8
DNAJC9	Dnajc9
DNAL1	Dnalc1
DNAL4	Dnalc4
DNALI1	Dnali1
DNASE1	Dnase1
DNASE1L1	Dnase1l1
DNASE1L2	Dnase1l2
DNASE1L3	Dnase1l3
DNASE2B	Dnase2b
DNASE2	Dnase2a
DND1	Dnd1
DNER	Dner
DNHD3	Dnhd3
DNLZ	Dnlz
DNM1	Dnm1
DNM1L	Dnm1l
DNM2	Dnm2
DNM3	Dnm3
DNMBP	Dnmbp
DNMT1	Dnmt1
DNMT3A	Dnmt3a
DNMT3B	Dnmt3b
DNMT3L	Dnmt3l
DNPEP	Dnpep
DNTT	Dntt
DNTTIP1	Dnttip1
DNTTIP2	Dnttip2
DOC2A	Doc2a
DOC2B	Doc2b
DOC2GP	Doc2g
DOCK10	Dock10
DOCK11	Dock11
DOCK1	Dock1
DOCK2	Dock2
DOCK3	Dock3
DOCK4	Dock4
DOCK5	Dock5
DOCK6	Dock6
DOCK7	Dock7
DOCK8	Dock8
DOCK9	Dock9
DOHH	Dohh
DOK1	Dok1
DOK2	Dok2
DOK3	Dok3
DOK4	Dok4
DOK5	Dok5
DOK6	Dok6
DOK7	Dok7
DOLK	Dolk
DOLPP1	Dolpp1
DOM3Z	Dom3z
DONSON	Donson
DOPEY1	Dopey1
DOPEY2	Dopey2
DOT1L	Dot1l
DPAGT1	Dpagt1
DPCD	Dpcd
DPCR1	Dpcr1
DPEP1	Dpep1
DPEP2	Dpep2
DPEP3	Dpep3
DPF1	Dpf1
DPF2	Dpf2
DPF3	Dpf3
DPH1	Dph1
DPH2	Dph2
DPH3	Dph3
DPH3P1	Dph3b-ps
DPH3	Zcsl2
DPH4	Zcsl3
DPH5	Dph5
DPM1	Dpm1
DPM2	Dpm2
DPM3	Dpm3
DPP10	Dpp10
DPP3	Dpp3
DPP4	Dpp4
DPP6	Dpp6
DPP7	Dpp7
DPP8	Dpp8
DPP9	Dpp9
DPPA2	Dppa2
DPPA3	Dppa3
DPPA4	Dppa4
DPPA5	Dppa5
DPRX	Crxos1
DPT	Dpt
DPY19L1	Dpy19l1
DPY19L2	Dpy19l2
DPY19L3	Dpy19l3
DPY19L4	Dpy19l4
DPY30	Dpy30
DPYD	Dpyd
DPYS	Dpys
DPYSL2	Dpysl2
DPYSL3	Dpysl3
DPYSL4	Dpysl4
DPYSL5	Dpysl5
DQX1	Dqx1
DR1	Dr1
DRAM1	Dram1
DRAM2	Dram2
DRAP1	Drap1
DRD1	Drd1a
DRD1IP	Drd1ip
DRD2	Drd2
DRD3	Drd3
DRD4	Drd4
DRD5	Drd5
DRG1	Drg1
DRG2	Drg2
DROSHA	Drosha
DRP2	Drp2
DSC1	Dsc1
DSC2	Dsc2
DSC3	Dsc3
DSCAM	Dscam
DSCAML1	Dscaml1
DSCC1	Dscc1
DSCR1	Dscr1
DSCR1L1	Dscr1l1
DSCR1L2	Dscr1l2
DSCR3	Dscr3
DSCR6	Dscr6
DSE	Dse
DSEL	Dsel
DSG1	Dsg1a
DSG2	Dsg2
DSG3	Dsg3
DSG4	Dsg4
DSN1	Dsn1
DSP	Dsp
DSPG3	Dspg3
DSPP	Dspp
DST	Dst
DSTN	Dstn
DSTYK	Dstyk
DTD1	Dtd1
DTHD1	Gm17384
DTL	Dtl
DTNA	Dtna
DTNB	Dtnb
DTNBP1	Dtnbp1
DTWD1	Dtwd1
DTWD2	Dtwd2
DTX1	Dtx1
DTX2	Dtx2
DTX3	Dtx3
DTX3L	Dtx3l
DTX4	Dtx4
DTYMK	Dtymk
DULLARD	Dullard
DUOX1	Duox1
DUOX2	Duox2
DUOXA1	Duoxa1
DUOXA2	9030623N16Rik
DUPD1	Dupd1
DUS1L	Dus1l
DUS2L	Dus2l
DUS3L	Dus3l
DUS4L	Dus4l
DUSP10	Dusp10
DUSP11	Dusp11
DUSP12	Dusp12
DUSP13	Dusp13
DUSP14	Dusp14
DUSP15	Dusp15
DUSP16	Dusp16
DUSP18	Dusp18
DUSP19	Dusp19
DUSP1	Dusp1
DUSP21	1700094E07Rik
DUSP22	Dusp22
DUSP23	Dusp23
DUSP26	Dusp26
DUSP27	Dusp27
DUSP28	Dusp28
DUSP2	Dusp2
DUSP3	Dusp3
DUSP4	Dusp4
DUSP5	Dusp5
DUSP6	Dusp6
DUSP7	Dusp7
DUSP8	Dusp8
DUSP9	Dusp9
DUT	Dut
DVL1	Dvl1
DVL2	Dvl2
DVL3	Dvl3
DYDC1	Dydc1
DYDC2	Dydc2
DYM	Dym
DYNC1H1	Dync1h1
DYNC1I1	Dync1i1
DYNC1I2	Dync1i2
DYNC1LI1	Dync1li1
DYNC1LI2	Dync1li2
DYNC2H1	Dync2h1
DYNC2LI1	Dync2li1
DYNLL1	Dynll1
DYNLL2	Dynll2
DYNLRB1	Dynlrb1
DYNLRB2	Dynlrb2
DYNLT1	Dynlt1b
DYNLT3	Dynlt3
DYRK1A	Dyrk1a
DYRK1B	Dyrk1b
DYRK2	Dyrk2
DYRK3	Dyrk3
DYRK4	Dyrk4
DYSF	Dysf
DYSFIP1	Dysfip1
DYTN	Dytn
DYX1C1	Dyx1c1
DZANK1	6330439K17Rik
DZIP1	Dzip1
DZIP1L	Dzip1l
DZIP3	Dzip3
E2F1	E2f1
E2F2	E2f2
E2F3	E2f3
E2F4	E2f4
E2F5	E2f5
E2F6	E2f6
E2F7	E2f7
E2F8	E2f8
E4F1	E4f1
EAF1	Eaf1
EAF2	Eaf2
EAPP	Eapp
EARS2	Ears2
EBAG9	Ebag9
EBF1	Ebf1
EBF2	Ebf2
EBF3	Ebf3
EBF4	Ebf4
EBI2	Ebi2
EBI3	Ebi3
EBNA1BP2	Ebna1bp2
EBP	Ebp
EBPL	Ebpl
ECD	Ecd
ECE1	Ece1
ECE2	Ece2
ECEL1	Ecel1
ECGF1	Ecgf1
ECH1	Ech1
ECHDC1	Echdc1
ECHDC2	Echdc2
ECHDC3	Echdc3
ECHS1	Echs1
ECI1	Eci1
ECI2	Eci2
ECM1	Ecm1
ECM2	Ecm2
ECSCR	Ecscr
ECSIT	Ecsit
ECT2	Ect2
ECT2L	Ect2l
EDA2R	Eda2r
EDA	Eda
EDARADD	Edaradd
EDAR	Edar
EDC3	Edc3
EDC4	Edc4
EDD1	Edd1
EDDM3B	Eddm3b
EDEM1	Edem1
EDEM2	Edem2
EDEM3	Edem3
EDF1	Edf1
EDG1	Edg1
EDG2	Edg2
EDG3	Edg3
EDG4	Edg4
EDG6	Edg6
EDG7	Edg7
EDG8	Edg8
EDIL3	Edil3
EDN1	Edn1
EDN2	Edn2
EDN3	Edn3
EDNRA	Ednra
EDNRB	Ednrb
EEA1	Eea1
EED	Eed
EEF1A1	Eef1a1
EEF1A2	Eef1a2
EEF1B2	Eef1b2
EEF1D	Eef1d
EEF1E1	Eef1e1
EEF1G	Eef1g
EEF2	Eef2
EEF2K	Eef2k
EEFSEC	Eefsec
EEPD1	Eepd1
EFCAB10	Efcab10
EFCAB11	2610021K21Rik
EFCAB12	BC060267
EFCAB1	Efcab1
EFCAB2	Efcab2
EFCAB3	Efcab3
EFCAB4A	Efcab4a
EFCAB4B	Efcab4b
EFCAB5	Efcab5
EFCAB6	Efcab6
EFCAB7	Efcab7
EFCAB9	Efcab9
EFCBP1	Efcbp1
EFCBP2	Efcbp2
EFEMP1	Efemp1
EFEMP2	Efemp2
EFHA1	Efha1
EFHA2	Efha2
EFHB	Efhb
EFHC1	Efhc1
EFHC2	Efhc2
EFHD1	Efhd1
EFHD2	Efhd2
EFNA1	Efna1
EFNA2	Efna2
EFNA3	Efna3
EFNA4	Efna4
EFNA5	Efna5
EFNB1	Efnb1
EFNB2	Efnb2
EFNB3	Efnb3
EFR3A	Efr3a
EFR3B	Efr3b
EFS	Efs
EFTUD1	Eftud1
EFTUD2	Eftud2
EGF	Egf
EGFEM1P	Egfem1
EGFL6	Egfl6
EGFL7	Egfl7
EGFL8	Egfl8
EGFL9	Egfl9
EGFLAM	AU040377
EGFR	Egfr
EGLN1	Egln1
EGLN2	Egln2
EGLN3	Egln3
EGR1	Egr1
EGR2	Egr2
EGR3	Egr3
EGR4	Egr4
EHBP1	Ehbp1
EHBP1L1	Ehbp1l1
EHD1	Ehd1
EHD2	Ehd2
EHD3	Ehd3
EHD4	Ehd4
EHF	Ehf
EHHADH	Ehhadh
EHMT1	Ehmt1
EHMT2	Ehmt2
EI24	Ei24
EID1	Eid1
EID2B	AK044722
EID2	Eid2
EID3	Eid3
EIF1AD	Eif1ad
EIF1AX	Eif1a
EIF1B	Eif1b
EIF1	Eif1
EIF2A	Eif2a
EIF2AK1	Eif2ak1
EIF2AK2	Eif2ak2
EIF2AK3	Eif2ak3
EIF2AK4	Eif2ak4
EIF2B1	Eif2b1
EIF2B2	Eif2b2
EIF2B3	Eif2b3
EIF2B4	Eif2b4
EIF2B5	Eif2b5
EIF2C1	Eif2c1
EIF2C2	Eif2c2
EIF2C3	Eif2c3
EIF2C4	Eif2c4
EIF2D	Eif2d
EIF2S1	Eif2s1
EIF2S2	Eif2s2
EIF2S3	Eif2s3x
EIF3A	Eif3a
EIF3B	Eif3b
EIF3C	Eif3c
EIF3D	Eif3d
EIF3E	Eif3e
EIF3F	Eif3f
EIF3G	Eif3g
EIF3H	Eif3h
EIF3I	Eif3i
EIF3J	Eif3j
EIF3K	Eif3k
EIF3L	Eif3l
EIF3M	Eif3m
EIF3S10	Eif3s10
EIF3S1	Eif3s1
EIF3S2	Eif3s2
EIF3S3	Eif3s3
EIF3S4	Eif3s4
EIF3S6IP	Eif3s6ip
EIF3S7	Eif3s7
EIF3S8	Eif3s8
EIF3S9	Eif3s9
EIF4A1	Eif4a1
EIF4A2	Eif4a2
EIF4A3	Eif4a3
EIF4B	Eif4b
EIF4E1B	Eif4e1b
EIF4E2	Eif4e2
EIF4E3	Eif4e3
EIF4EBP1	Eif4ebp1
EIF4EBP2	Eif4ebp2
EIF4EBP3	Eif4ebp3
EIF4E	Eif4e
EIF4ENIF1	Eif4enif1
EIF4G1	Eif4g1
EIF4G2	Eif4g2
EIF4G3	Eif4g3
EIF4H	Eif4h
EIF5A2	Eif5a2
EIF5A	Eif5a
EIF5B	Eif5b
EIF5	Eif5
EIF6	Eif6
ELA1	Ela1
ELA2	MMT00014773
ELA3B	Ela3
ELAC1	Elac1
ELAC2	Elac2
ELANE	Elane
ELAVL1	Elavl1
ELAVL2	Elavl2
ELAVL3	Elavl3
ELAVL4	Elavl4
ELF1	Elf1
ELF2	Elf2
ELF3	Elf3
ELF4	Elf4
ELF5	Elf5
ELFN1	Elfn1
ELFN2	Elfn2
ELK1	Elk1
ELK3	Elk3
ELK4	Elk4
ELL2	Ell2
ELL3	Ell3
